Region,Date,Cases,Suspicious,Negative,Deaths,RetailRecreation,GroceryPharmacy,Parks,TransitStations,Workplaces,Residential
CHIHUAHUA,2020-03-05,0,0,1,0,4,3,12,10,11,-3
CHIHUAHUA,2020-03-06,0,0,0,0,1,3,8,7,12,-2
CHIHUAHUA,2020-03-07,0,0,1,0,1,2,8,5,6,-2
CHIHUAHUA,2020-03-08,0,0,0,0,2,-2,-2,-1,1,0
CHIHUAHUA,2020-03-09,0,0,0,0,-6,-6,1,0,-12,5
CHIHUAHUA,2020-03-10,0,0,1,0,4,3,14,10,11,-3
CHIHUAHUA,2020-03-11,0,0,0,0,2,3,10,7,13,-3
CHIHUAHUA,2020-03-12,0,0,1,0,3,6,10,12,10,-3
CHIHUAHUA,2020-03-13,1,0,1,0,4,11,3,14,5,-2
CHIHUAHUA,2020-03-14,1,0,2,0,3,11,11,8,4,-3
CHIHUAHUA,2020-03-15,0,0,2,0,2,5,12,-4,2,-2
CHIHUAHUA,2020-03-16,1,0,0,0,-3,7,10,-1,-56,12
CHIHUAHUA,2020-03-17,0,0,6,0,-3,10,-3,0,6,-1
CHIHUAHUA,2020-03-18,1,0,1,0,-14,4,-19,-11,1,3
CHIHUAHUA,2020-03-19,1,0,7,0,-14,5,-9,-14,-4,4
CHIHUAHUA,2020-03-20,3,0,7,0,-18,6,-12,-20,-7,6
CHIHUAHUA,2020-03-21,1,0,2,0,-28,-3,-25,-25,-6,7
CHIHUAHUA,2020-03-22,1,0,6,0,-34,-11,-29,-35,-9,7
CHIHUAHUA,2020-03-23,0,0,6,0,-26,-11,-26,-35,-23,10
CHIHUAHUA,2020-03-24,1,0,4,0,-31,-6,-27,-35,-27,11
CHIHUAHUA,2020-03-25,1,1,18,0,-39,-12,-36,-43,-30,13
CHIHUAHUA,2020-03-26,2,0,14,0,-42,-13,-35,-47,-34,15
CHIHUAHUA,2020-03-27,2,0,15,0,-46,-15,-42,-50,-33,17
CHIHUAHUA,2020-03-28,2,0,7,0,-48,-14,-43,-48,-22,13
CHIHUAHUA,2020-03-29,5,0,7,0,-54,-24,-50,-55,-25,13
CHIHUAHUA,2020-03-30,3,0,16,0,-39,-18,-36,-49,-37,15
CHIHUAHUA,2020-03-31,5,0,14,0,-38,-14,-33,-47,-39,16
CHIHUAHUA,2020-04-01,7,0,7,0,-41,-12,-37,-49,-40,16
CHIHUAHUA,2020-04-02,6,0,14,0,-48,-9,-36,-52,-43,18
CHIHUAHUA,2020-04-03,6,0,8,2,-56,-6,-36,-52,-42,20
CHIHUAHUA,2020-04-04,6,0,11,1,-59,-13,-44,-52,-29,15
CHIHUAHUA,2020-04-05,11,0,9,1,-64,-22,-50,-59,-30,13
CHIHUAHUA,2020-04-06,8,0,14,2,-54,-16,-39,-57,-48,19
CHIHUAHUA,2020-04-07,6,0,11,5,-52,-15,-38,-55,-50,20
CHIHUAHUA,2020-04-08,10,0,14,5,-51,-7,-39,-55,-51,19
CHIHUAHUA,2020-04-09,5,1,19,4,-58,-11,-41,-58,-63,24
CHIHUAHUA,2020-04-10,8,0,12,1,-73,-22,-52,-69,-75,31
CHIHUAHUA,2020-04-11,9,1,13,0,-68,-28,-56,-66,-50,20
CHIHUAHUA,2020-04-12,6,0,14,4,-70,-35,-62,-67,-35,15
CHIHUAHUA,2020-04-13,13,0,28,3,-53,-22,-42,-60,-49,20
CHIHUAHUA,2020-04-14,10,0,21,1,-52,-18,-39,-58,-50,21
CHIHUAHUA,2020-04-15,14,7,23,3,-50,-12,-40,-59,-49,21
CHIHUAHUA,2020-04-16,17,21,21,2,-51,-12,-37,-59,-50,21
CHIHUAHUA,2020-04-17,12,15,11,6,-54,-12,-38,-61,-49,24
COAHUILA,2020-02-15,0,0,1,0,10,6,11,2,2,-1
COAHUILA,2020-02-16,0,0,0,0,11,5,14,6,3,-1
COAHUILA,2020-02-17,0,0,4,0,4,4,9,4,10,-2
COAHUILA,2020-02-18,0,0,6,0,-2,-2,3,0,7,-2
COAHUILA,2020-02-19,0,0,3,0,-2,-2,0,-1,6,-1
COAHUILA,2020-02-20,0,0,2,0,-6,-4,-12,-5,5,0
COAHUILA,2020-02-21,0,0,0,0,-7,-4,-13,-3,9,1
COAHUILA,2020-02-22,0,0,0,0,2,2,4,0,4,0
COAHUILA,2020-02-23,0,0,1,0,2,1,13,-2,4,0
COAHUILA,2020-02-24,0,0,4,0,-1,0,6,-3,11,-2
COAHUILA,2020-02-25,0,0,3,0,-2,-2,2,-1,8,-2
COAHUILA,2020-02-26,0,0,3,0,-4,-3,-6,-1,7,0
COAHUILA,2020-02-27,0,0,5,0,-1,1,-3,0,6,0
COAHUILA,2020-02-28,1,0,3,0,8,10,9,5,12,-2
COAHUILA,2020-02-29,0,0,1,0,11,13,13,10,5,-2
COAHUILA,2020-03-01,0,0,1,0,13,10,30,8,6,-1
COAHUILA,2020-03-02,0,0,0,0,4,7,10,3,12,-2
COAHUILA,2020-03-03,0,0,3,0,0,1,1,2,8,-1
COAHUILA,2020-03-04,0,0,2,0,2,3,3,1,8,-1
COAHUILA,2020-03-05,0,0,2,0,1,3,5,-2,7,-1
COAHUILA,2020-03-06,0,0,0,0,0,2,8,3,12,-2
COAHUILA,2020-03-07,0,0,1,0,4,3,9,3,5,-1
COAHUILA,2020-03-08,0,0,4,0,5,2,18,-2,6,-1
COAHUILA,2020-03-09,0,0,4,0,-9,-7,-6,-3,-17,6
COAHUILA,2020-03-10,0,0,6,0,0,1,10,5,8,-2
COAHUILA,2020-03-11,2,0,2,0,2,3,11,3,7,-2
COAHUILA,2020-03-12,0,0,4,0,4,6,15,4,7,-2
COAHUILA,2020-03-13,0,0,3,0,7,10,18,11,5,-2
COAHUILA,2020-03-14,0,0,2,0,8,13,18,16,2,-3
COAHUILA,2020-03-15,0,0,5,0,3,7,12,-8,1,-2
COAHUILA,2020-03-16,1,0,8,0,-7,5,2,1,-58,13
COAHUILA,2020-03-17,2,0,6,0,-7,4,-2,5,2,0
COAHUILA,2020-03-18,2,0,12,0,-8,9,-4,2,-2,3
COAHUILA,2020-03-19,3,0,11,0,-18,2,-16,-9,-17,7
COAHUILA,2020-03-20,4,0,11,0,-26,-3,-24,-21,-18,10
COAHUILA,2020-03-21,0,0,12,0,-34,-7,-39,-22,-11,10
COAHUILA,2020-03-22,0,0,14,0,-45,-16,-50,-37,-13,9
COAHUILA,2020-03-23,1,0,9,0,-34,-17,-37,-34,-30,12
COAHUILA,2020-03-24,5,0,20,0,-38,-20,-41,-34,-35,14
COAHUILA,2020-03-25,0,0,42,0,-40,-20,-41,-37,-36,16
COAHUILA,2020-03-26,4,0,31,0,-40,-20,-40,-43,-37,16
COAHUILA,2020-03-27,3,0,54,0,-40,-15,-39,-41,-34,17
COAHUILA,2020-03-28,5,0,21,1,-41,-14,-43,-37,-21,12
COAHUILA,2020-03-29,11,0,36,0,-51,-25,-57,-45,-22,12
COAHUILA,2020-03-30,18,0,67,1,-36,-18,-40,-38,-39,16
COAHUILA,2020-03-31,13,0,51,1,-36,-18,-41,-32,-43,17
COAHUILA,2020-04-01,18,0,47,0,-37,-12,-41,-35,-44,18
COAHUILA,2020-04-02,16,0,87,2,-46,-12,-43,-41,-47,20
COAHUILA,2020-04-03,21,0,112,2,-55,-11,-44,-41,-44,21
COAHUILA,2020-04-04,10,0,59,1,-58,-14,-50,-38,-31,16
COAHUILA,2020-04-05,4,1,73,2,-66,-26,-61,-50,-28,13
COAHUILA,2020-04-06,27,1,131,1,-53,-19,-45,-47,-51,20
COAHUILA,2020-04-07,7,0,123,4,-54,-20,-48,-41,-54,21
COAHUILA,2020-04-08,19,0,115,0,-51,-13,-47,-42,-56,21
COAHUILA,2020-04-09,7,0,73,1,-60,-16,-53,-53,-66,24
COAHUILA,2020-04-10,11,0,113,1,-72,-26,-62,-63,-71,30
COAHUILA,2020-04-11,7,0,52,0,-69,-27,-62,-58,-53,20
COAHUILA,2020-04-12,5,0,28,0,-71,-34,-68,-58,-33,14
COAHUILA,2020-04-13,14,0,107,0,-55,-22,-50,-51,-51,21
COAHUILA,2020-04-14,15,1,110,4,-55,-21,-51,-47,-53,22
COAHUILA,2020-04-15,15,12,83,1,-52,-15,-47,-48,-52,23
COAHUILA,2020-04-16,4,12,139,3,-52,-16,-49,-50,-53,23
COAHUILA,2020-04-17,8,8,102,0,-54,-15,-50,-50,-49,25
COLIMA,2020-02-15,0,0,0,0,6,5,4,-4,2,-1
COLIMA,2020-02-16,0,0,0,0,7,5,1,-2,-1,0
COLIMA,2020-02-17,0,0,0,0,1,5,-1,-9,11,-2
COLIMA,2020-02-18,0,0,0,0,-2,0,1,-7,12,-2
COLIMA,2020-02-19,0,0,0,0,-2,0,-4,-8,11,-2
COLIMA,2020-02-20,0,0,0,0,-2,-2,-4,-6,10,-1
COLIMA,2020-02-21,0,0,0,0,-5,-4,-3,-5,12,-2
COLIMA,2020-02-22,0,0,0,0,-1,-3,1,-14,2,0
COLIMA,2020-02-23,0,0,0,0,-1,-1,-4,-12,0,1
COLIMA,2020-02-24,0,0,0,0,-3,0,2,-13,11,-2
COLIMA,2020-02-25,0,0,0,0,-6,-2,-4,-6,11,-2
COLIMA,2020-02-26,0,0,0,0,-6,-1,5,-9,12,-2
COLIMA,2020-02-27,0,0,0,0,-3,0,-1,-5,12,-2
COLIMA,2020-02-28,0,0,0,0,-1,5,4,-6,13,-3
COLIMA,2020-02-29,0,0,1,0,1,6,4,-11,3,0
COLIMA,2020-03-01,0,0,2,0,2,9,1,-6,-1,0
COLIMA,2020-03-02,0,0,0,0,-2,5,-1,-14,12,-2
COLIMA,2020-03-03,0,0,0,0,-2,3,3,-10,12,-2
COLIMA,2020-03-04,0,0,0,0,-4,2,-1,-7,12,-2
COLIMA,2020-03-05,0,0,1,0,-3,1,2,-10,12,-1
COLIMA,2020-03-06,0,0,0,0,-9,0,-3,-11,13,-2
COLIMA,2020-03-07,0,0,0,0,-3,0,1,-15,3,1
COLIMA,2020-03-08,0,0,0,0,-1,2,4,-12,0,1
COLIMA,2020-03-09,0,0,1,0,-11,-7,-9,-20,-11,5
COLIMA,2020-03-10,0,0,0,0,-7,0,1,-9,12,-2
COLIMA,2020-03-11,0,0,3,0,-7,0,-3,-10,11,-2
COLIMA,2020-03-12,0,0,3,0,-4,1,-4,-11,11,-1
COLIMA,2020-03-13,0,0,0,0,-3,5,0,-5,8,-1
COLIMA,2020-03-14,1,0,0,0,3,15,8,-7,1,-1
COLIMA,2020-03-15,0,0,2,0,-1,14,10,-14,-1,0
COLIMA,2020-03-16,1,0,0,0,-4,13,4,-8,-52,10
COLIMA,2020-03-17,0,0,0,0,-11,4,-12,-15,-11,5
COLIMA,2020-03-18,0,0,3,0,-19,12,-19,-14,-17,8
COLIMA,2020-03-19,0,0,2,0,-30,-7,-29,-25,-24,12
COLIMA,2020-03-20,0,0,0,0,-40,-18,-34,-33,-24,14
COLIMA,2020-03-21,0,0,1,0,-44,-19,-37,-39,-12,14
COLIMA,2020-03-22,0,0,1,0,-53,-26,-46,-44,-16,14
COLIMA,2020-03-23,0,0,6,0,-39,-21,-33,-43,-31,14
COLIMA,2020-03-24,1,0,8,0,-41,-22,-40,-43,-33,15
COLIMA,2020-03-25,0,0,5,0,-42,-22,-35,-39,-34,15
COLIMA,2020-03-26,0,0,3,0,-41,-22,-37,-45,-35,16
COLIMA,2020-03-27,0,0,1,0,-44,-21,-36,-50,-32,17
COLIMA,2020-03-28,0,0,1,0,-43,-17,-36,-49,-17,14
COLIMA,2020-03-29,0,0,3,0,-51,-21,-45,-53,-19,13
COLIMA,2020-03-30,1,0,5,0,-34,-15,-30,-49,-33,14
COLIMA,2020-03-31,1,0,5,0,-33,-13,-35,-49,-35,14
COLIMA,2020-04-01,2,0,8,0,-34,-12,-31,-44,-35,14
COLIMA,2020-04-02,0,0,3,0,-42,-11,-34,-48,-37,17
COLIMA,2020-04-03,0,0,5,0,-52,-11,-34,-50,-34,18
COLIMA,2020-04-04,0,0,0,0,-54,-9,-39,-54,-19,15
COLIMA,2020-04-05,0,0,3,0,-61,-17,-46,-60,-23,15
COLIMA,2020-04-06,0,0,1,0,-48,-11,-33,-52,-38,16
COLIMA,2020-04-07,0,0,3,0,-47,-13,-36,-52,-39,16
COLIMA,2020-04-08,0,0,5,0,-47,-10,-33,-51,-40,15
COLIMA,2020-04-09,0,0,1,0,-57,-15,-39,-61,-54,20
COLIMA,2020-04-10,0,1,0,0,-69,-29,-50,-73,-66,26
COLIMA,2020-04-11,1,0,6,0,-65,-26,-48,-69,-43,20
COLIMA,2020-04-12,2,0,1,0,-66,-27,-52,-65,-25,15
COLIMA,2020-04-13,0,0,4,1,-47,-14,-35,-58,-38,16
COLIMA,2020-04-14,0,0,3,0,-48,-14,-38,-58,-38,16
COLIMA,2020-04-15,1,1,8,0,-44,-6,-31,-53,-37,16
COLIMA,2020-04-16,1,1,2,1,-44,-8,-34,-55,-38,17
COLIMA,2020-04-17,2,0,3,0,-51,-13,-38,-58,-35,19
DISTRITO FEDERAL,2020-02-15,0,0,2,0,6,4,5,4,3,-1
DISTRITO FEDERAL,2020-02-16,0,0,1,0,9,6,7,7,2,-1
DISTRITO FEDERAL,2020-02-17,0,0,3,0,2,2,2,4,9,-2
DISTRITO FEDERAL,2020-02-18,1,0,3,0,1,0,2,2,7,-1
DISTRITO FEDERAL,2020-02-19,0,0,3,0,0,0,4,2,5,-1
DISTRITO FEDERAL,2020-02-20,0,0,1,0,0,-1,2,3,6,-1
DISTRITO FEDERAL,2020-02-21,0,0,6,0,0,0,3,4,10,-1
DISTRITO FEDERAL,2020-02-22,0,0,2,0,3,1,15,6,3,0
DISTRITO FEDERAL,2020-02-23,0,0,1,0,6,3,12,12,1,-1
DISTRITO FEDERAL,2020-02-24,0,0,7,0,-1,-2,2,2,9,-2
DISTRITO FEDERAL,2020-02-25,0,0,4,0,0,-1,4,0,5,-1
DISTRITO FEDERAL,2020-02-26,0,0,8,0,-1,0,7,1,6,-1
DISTRITO FEDERAL,2020-02-27,3,0,12,0,1,1,3,2,6,-1
DISTRITO FEDERAL,2020-02-28,0,0,12,0,3,8,6,6,10,-2
DISTRITO FEDERAL,2020-02-29,0,0,3,0,5,9,11,6,5,-1
DISTRITO FEDERAL,2020-03-01,0,0,3,0,6,10,10,11,2,-1
DISTRITO FEDERAL,2020-03-02,1,0,22,0,2,7,1,5,9,-2
DISTRITO FEDERAL,2020-03-03,0,0,6,0,3,5,3,2,7,-1
DISTRITO FEDERAL,2020-03-04,0,0,14,0,0,5,3,3,6,-1
DISTRITO FEDERAL,2020-03-05,1,0,15,0,1,2,2,3,6,-1
DISTRITO FEDERAL,2020-03-06,0,0,14,0,-1,2,1,3,10,-1
DISTRITO FEDERAL,2020-03-07,0,0,6,0,0,2,8,2,6,0
DISTRITO FEDERAL,2020-03-08,1,0,7,0,4,4,24,9,4,-1
DISTRITO FEDERAL,2020-03-09,0,0,19,0,-17,-11,-16,-24,-25,10
DISTRITO FEDERAL,2020-03-10,3,0,27,0,-1,2,3,3,8,-1
DISTRITO FEDERAL,2020-03-11,12,0,33,0,-1,2,3,1,6,-1
DISTRITO FEDERAL,2020-03-12,17,0,53,0,1,3,3,2,6,-1
DISTRITO FEDERAL,2020-03-13,24,0,49,0,0,7,1,3,5,0
DISTRITO FEDERAL,2020-03-14,21,0,36,0,-3,7,-3,0,3,-1
DISTRITO FEDERAL,2020-03-15,10,0,31,0,-4,2,-5,-2,1,-1
DISTRITO FEDERAL,2020-03-16,25,0,47,0,-23,-2,-22,-44,-63,15
DISTRITO FEDERAL,2020-03-17,31,0,76,0,-10,4,-12,-13,-6,3
DISTRITO FEDERAL,2020-03-18,31,0,85,0,-16,1,-17,-20,-13,8
DISTRITO FEDERAL,2020-03-19,37,0,93,0,-22,-3,-23,-25,-17,9
DISTRITO FEDERAL,2020-03-20,22,0,79,0,-27,-3,-25,-28,-17,11
DISTRITO FEDERAL,2020-03-21,11,0,33,0,-35,-9,-38,-31,-8,10
DISTRITO FEDERAL,2020-03-22,10,0,20,0,-37,-12,-41,-32,-9,8
DISTRITO FEDERAL,2020-03-23,25,0,65,1,-35,-16,-34,-39,-33,15
DISTRITO FEDERAL,2020-03-24,32,1,147,0,-39,-17,-38,-44,-40,17
DISTRITO FEDERAL,2020-03-25,23,1,148,1,-42,-19,-41,-47,-42,19
DISTRITO FEDERAL,2020-03-26,42,0,126,3,-44,-21,-43,-49,-44,20
DISTRITO FEDERAL,2020-03-27,38,1,185,3,-47,-20,-43,-50,-42,22
DISTRITO FEDERAL,2020-03-28,41,0,66,1,-47,-17,-47,-44,-20,14
DISTRITO FEDERAL,2020-03-29,33,1,66,2,-49,-21,-55,-46,-21,12
DISTRITO FEDERAL,2020-03-30,65,1,143,4,-43,-20,-43,-51,-46,19
DISTRITO FEDERAL,2020-03-31,42,1,145,6,-44,-18,-45,-53,-50,21
DISTRITO FEDERAL,2020-04-01,46,1,126,5,-48,-15,-49,-56,-53,22
DISTRITO FEDERAL,2020-04-02,55,4,197,5,-59,-17,-53,-57,-55,24
DISTRITO FEDERAL,2020-04-03,72,4,243,7,-67,-16,-53,-57,-53,26
DISTRITO FEDERAL,2020-04-04,46,1,96,4,-67,-16,-57,-52,-33,18
DISTRITO FEDERAL,2020-04-05,45,2,62,3,-69,-22,-61,-53,-32,14
DISTRITO FEDERAL,2020-04-06,100,2,226,15,-65,-23,-51,-59,-58,24
DISTRITO FEDERAL,2020-04-07,115,4,327,9,-63,-25,-53,-62,-61,25
DISTRITO FEDERAL,2020-04-08,116,7,391,5,-63,-23,-54,-61,-61,25
DISTRITO FEDERAL,2020-04-09,118,4,281,14,-70,-29,-62,-69,-73,29
DISTRITO FEDERAL,2020-04-10,125,3,303,18,-78,-40,-68,-76,-78,35
DISTRITO FEDERAL,2020-04-11,92,6,119,19,-74,-36,-67,-67,-52,22
DISTRITO FEDERAL,2020-04-12,105,11,88,6,-70,-36,-67,-59,-36,14
DISTRITO FEDERAL,2020-04-13,206,5,392,11,-63,-28,-54,-61,-58,24
DISTRITO FEDERAL,2020-04-14,205,15,453,16,-63,-26,-54,-62,-59,25
DISTRITO FEDERAL,2020-04-15,189,66,388,15,-61,-22,-54,-61,-59,26
DISTRITO FEDERAL,2020-04-16,209,53,370,15,-63,-25,-56,-63,-60,27
DISTRITO FEDERAL,2020-04-17,250,133,442,7,-65,-26,-57,-62,-57,29
DURANGO,2020-02-15,0,0,0,0,4,4,6,-10,4,-1
DURANGO,2020-02-16,0,0,2,0,2,6,6,11,2,-1
DURANGO,2020-02-17,0,0,1,0,-3,2,2,-4,15,-2
DURANGO,2020-02-18,0,0,1,0,-3,-1,2,-4,12,-2
DURANGO,2020-02-19,0,0,0,0,0,1,5,1,12,-2
DURANGO,2020-02-20,0,0,1,0,2,0,1,7,11,-2
DURANGO,2020-02-21,0,0,0,0,-3,0,6,4,14,-2
DURANGO,2020-02-22,0,0,0,0,-1,-1,9,-9,5,0
DURANGO,2020-02-23,0,0,0,0,-5,-1,-3,1,1,0
DURANGO,2020-02-24,0,0,1,0,-8,-3,-2,3,15,-2
DURANGO,2020-02-25,0,0,1,0,-5,-4,0,1,13,-2
DURANGO,2020-02-26,0,0,0,0,-2,0,0,5,13,-2
DURANGO,2020-02-27,0,0,1,0,3,2,-5,9,12,-2
DURANGO,2020-02-28,0,0,0,0,2,8,7,2,15,-3
DURANGO,2020-02-29,0,0,1,0,5,8,3,-1,6,-1
DURANGO,2020-03-01,0,0,0,0,3,8,6,4,4,0
DURANGO,2020-03-02,0,0,2,0,-2,4,-3,-1,15,-3
DURANGO,2020-03-03,0,0,2,0,-5,-4,-17,-2,10,-2
DURANGO,2020-03-04,0,0,1,0,0,4,-1,9,12,-2
DURANGO,2020-03-05,0,0,2,0,2,2,-2,10,12,-2
DURANGO,2020-03-06,0,0,1,0,-4,1,5,1,15,-3
DURANGO,2020-03-07,0,0,0,0,-3,-2,1,-2,5,-1
DURANGO,2020-03-08,0,0,1,0,-1,3,10,0,2,0
DURANGO,2020-03-09,0,0,6,0,-14,-10,-8,-5,-15,6
DURANGO,2020-03-10,0,0,0,0,-4,0,2,6,12,-3
DURANGO,2020-03-11,1,0,1,0,0,3,4,9,13,-2
DURANGO,2020-03-12,0,0,3,0,1,4,1,17,12,-3
DURANGO,2020-03-13,1,0,1,0,-1,9,7,31,9,-2
DURANGO,2020-03-14,1,0,1,0,2,10,7,23,4,-2
DURANGO,2020-03-15,0,0,1,0,-4,9,5,2,1,-1
DURANGO,2020-03-16,0,0,0,0,-16,4,-6,23,-54,11
DURANGO,2020-03-17,1,0,4,0,-9,6,-8,9,4,0
DURANGO,2020-03-18,1,0,2,1,-11,6,-11,5,-3,3
DURANGO,2020-03-19,0,0,6,0,-18,-1,-24,0,-19,7
DURANGO,2020-03-20,0,0,0,0,-28,-2,-22,-20,-18,9
DURANGO,2020-03-21,1,0,1,0,-33,-8,-28,-23,-8,8
DURANGO,2020-03-22,0,0,0,0,-44,-14,-42,-31,-11,8
DURANGO,2020-03-23,1,0,7,0,-34,-16,-32,-35,-29,12
DURANGO,2020-03-24,1,0,13,1,-38,-20,-36,-26,-34,13
DURANGO,2020-03-25,1,0,9,0,-37,-18,-35,-33,-36,14
DURANGO,2020-03-26,0,0,17,0,-37,-18,-39,-33,-37,14
DURANGO,2020-03-27,0,0,19,0,-40,-16,-35,-43,-34,15
DURANGO,2020-03-28,0,0,3,0,-39,-15,-33,-41,-16,11
DURANGO,2020-03-29,0,0,3,0,-47,-20,-45,-43,-18,10
DURANGO,2020-03-30,2,0,6,0,-36,-16,-36,-46,-37,14
DURANGO,2020-03-31,2,0,11,1,-34,-12,-32,-31,-40,13
DURANGO,2020-04-01,1,0,15,1,-33,-9,-32,-36,-40,14
DURANGO,2020-04-02,0,0,25,0,-39,-13,-38,-36,-42,16
DURANGO,2020-04-03,0,0,10,0,-48,-12,-33,-46,-39,17
DURANGO,2020-04-04,0,0,27,0,-48,-15,-36,-45,-22,12
DURANGO,2020-04-05,0,0,11,0,-56,-21,-46,-47,-21,11
DURANGO,2020-04-06,1,1,22,0,-46,-16,-37,-45,-46,16
DURANGO,2020-04-07,0,0,21,0,-46,-18,-40,-38,-48,16
DURANGO,2020-04-08,0,0,15,0,-43,-11,-37,-39,-49,16
DURANGO,2020-04-09,1,0,5,0,-56,-19,-47,-49,-61,19
DURANGO,2020-04-10,0,0,7,0,-73,-36,-53,-65,-70,25
DURANGO,2020-04-11,0,1,2,0,-62,-30,-49,-60,-46,17
DURANGO,2020-04-12,0,0,3,0,-62,-31,-55,-52,-27,12
DURANGO,2020-04-13,0,0,13,0,-46,-20,-40,-53,-44,16
DURANGO,2020-04-14,0,0,17,0,-46,-20,-41,-46,-46,16
DURANGO,2020-04-15,2,0,17,0,-41,-10,-37,-43,-45,16
DURANGO,2020-04-16,2,0,18,0,-43,-15,-42,-41,-45,17
DURANGO,2020-04-17,0,1,15,0,-47,-16,-39,-54,-42,19
GUANAJUATO,2020-02-15,0,0,0,0,0,6,6,-3,4,0
GUANAJUATO,2020-02-16,0,0,3,0,0,6,4,-2,2,0
GUANAJUATO,2020-02-17,0,0,1,0,-4,2,1,5,16,-3
GUANAJUATO,2020-02-18,0,0,2,0,-2,-2,-2,2,9,-1
GUANAJUATO,2020-02-19,0,0,1,0,-6,0,-1,2,8,-1
GUANAJUATO,2020-02-20,0,0,0,0,-4,-2,2,1,7,-1
GUANAJUATO,2020-02-21,0,0,0,0,-6,-1,-6,2,11,-1
GUANAJUATO,2020-02-22,0,0,1,0,-5,1,0,-5,5,0
GUANAJUATO,2020-02-23,0,0,0,0,-6,2,0,-5,2,0
GUANAJUATO,2020-02-24,0,1,1,0,-7,-1,-1,3,16,-3
GUANAJUATO,2020-02-25,0,0,1,0,-7,-3,2,0,9,-1
GUANAJUATO,2020-02-26,0,0,1,0,-7,0,12,0,9,-1
GUANAJUATO,2020-02-27,0,0,1,0,-3,0,-2,1,7,-1
GUANAJUATO,2020-02-28,0,0,4,0,-3,5,-3,3,11,-2
GUANAJUATO,2020-02-29,0,0,3,0,0,10,3,-3,6,0
GUANAJUATO,2020-03-01,0,0,5,0,-1,9,3,-1,4,0
GUANAJUATO,2020-03-02,0,0,3,0,-5,4,-1,3,17,-3
GUANAJUATO,2020-03-03,0,0,1,0,-4,1,-2,-1,9,-1
GUANAJUATO,2020-03-04,0,0,2,0,-4,3,0,1,9,-1
GUANAJUATO,2020-03-05,0,0,3,0,0,2,0,0,5,-1
GUANAJUATO,2020-03-06,0,0,0,0,-6,0,-7,2,9,-1
GUANAJUATO,2020-03-07,0,0,1,0,-4,4,3,-5,6,0
GUANAJUATO,2020-03-08,0,0,0,0,-1,4,7,-6,4,0
GUANAJUATO,2020-03-09,0,0,3,0,-13,-7,-8,-10,-7,5
GUANAJUATO,2020-03-10,0,0,3,0,-7,-1,-2,1,9,-1
GUANAJUATO,2020-03-11,0,0,1,0,-7,0,-2,0,8,-1
GUANAJUATO,2020-03-12,0,0,8,0,-1,3,6,2,8,-2
GUANAJUATO,2020-03-13,1,0,9,0,-2,4,-3,4,5,-1
GUANAJUATO,2020-03-14,0,0,2,0,-1,11,1,0,4,-1
GUANAJUATO,2020-03-15,2,0,3,0,-3,8,3,-11,1,-1
GUANAJUATO,2020-03-16,2,0,8,0,-13,5,-9,-19,-49,13
GUANAJUATO,2020-03-17,0,0,10,0,-10,2,-10,-8,-8,4
GUANAJUATO,2020-03-18,1,0,13,0,-14,1,-14,-16,-12,6
GUANAJUATO,2020-03-19,1,0,27,0,-17,-2,-16,-21,-17,7
GUANAJUATO,2020-03-20,4,0,25,0,-23,-4,-24,-26,-15,9
GUANAJUATO,2020-03-21,11,0,40,0,-28,-2,-26,-28,-3,8
GUANAJUATO,2020-03-22,1,0,14,0,-35,-11,-33,-34,-6,7
GUANAJUATO,2020-03-23,6,0,47,0,-27,-12,-24,-28,-15,9
GUANAJUATO,2020-03-24,1,0,55,0,-30,-13,-27,-33,-25,12
GUANAJUATO,2020-03-25,4,0,84,0,-32,-13,-31,-35,-27,13
GUANAJUATO,2020-03-26,6,0,87,0,-32,-13,-31,-38,-30,14
GUANAJUATO,2020-03-27,5,0,70,0,-35,-13,-34,-40,-28,15
GUANAJUATO,2020-03-28,4,0,63,0,-38,-9,-36,-37,-14,12
GUANAJUATO,2020-03-29,1,0,19,0,-45,-17,-46,-45,-16,10
GUANAJUATO,2020-03-30,4,0,85,0,-33,-14,-32,-38,-30,13
GUANAJUATO,2020-03-31,2,0,91,0,-33,-14,-33,-41,-36,16
GUANAJUATO,2020-04-01,1,0,77,0,-35,-12,-35,-42,-39,17
GUANAJUATO,2020-04-02,2,0,98,0,-42,-9,-36,-44,-41,18
GUANAJUATO,2020-04-03,4,0,84,0,-51,-5,-41,-44,-39,19
GUANAJUATO,2020-04-04,3,0,31,0,-54,-5,-44,-42,-24,15
GUANAJUATO,2020-04-05,3,0,17,2,-62,-17,-53,-50,-23,12
GUANAJUATO,2020-04-06,7,0,70,0,-51,-12,-39,-45,-46,18
GUANAJUATO,2020-04-07,6,0,71,1,-50,-12,-41,-48,-51,20
GUANAJUATO,2020-04-08,8,0,83,0,-48,-6,-40,-45,-52,19
GUANAJUATO,2020-04-09,2,1,60,1,-56,-9,-44,-54,-65,23
GUANAJUATO,2020-04-10,2,0,56,1,-71,-25,-58,-65,-74,29
GUANAJUATO,2020-04-11,3,0,51,0,-65,-21,-54,-57,-50,19
GUANAJUATO,2020-04-12,1,0,14,0,-65,-25,-59,-54,-27,12
GUANAJUATO,2020-04-13,2,0,59,0,-50,-14,-42,-47,-42,17
GUANAJUATO,2020-04-14,3,0,76,2,-50,-14,-42,-49,-47,20
