Region,Date,Cases,Suspicious,Negative,Deaths,RetailRecreation,GroceryPharmacy,Parks,TransitStations,Workplaces,Residential
VERACRUZ,2020-02-29,0,0,3,0,3,9,4,-1,6,0
VERACRUZ,2020-03-01,0,0,4,0,7,10,8,8,4,0
VERACRUZ,2020-03-02,0,0,1,0,1,5,2,3,20,-3
VERACRUZ,2020-03-03,0,0,6,0,-1,2,1,4,14,-2
VERACRUZ,2020-03-04,0,0,2,0,1,3,3,2,15,-3
VERACRUZ,2020-03-05,0,0,4,0,-2,1,-2,3,14,-1
VERACRUZ,2020-03-06,0,0,5,0,-5,1,-5,3,16,-2
VERACRUZ,2020-03-07,0,0,0,0,-3,1,0,0,6,0
VERACRUZ,2020-03-08,0,0,2,0,1,1,-1,-1,3,1
VERACRUZ,2020-03-09,0,0,3,0,-9,-5,-7,1,-3,3
VERACRUZ,2020-03-10,0,0,2,0,-4,0,-2,4,14,-2
VERACRUZ,2020-03-11,0,0,2,0,-3,-2,2,-1,14,-2
VERACRUZ,2020-03-12,0,0,3,0,-1,0,5,9,15,-3
VERACRUZ,2020-03-13,0,0,9,0,3,7,9,13,9,-2
VERACRUZ,2020-03-14,0,0,5,0,8,15,32,19,6,-3
VERACRUZ,2020-03-15,2,0,2,0,10,13,23,-3,2,-1
VERACRUZ,2020-03-16,0,0,6,0,0,8,2,18,-41,8
VERACRUZ,2020-03-17,0,0,28,0,-4,9,-5,14,4,0
VERACRUZ,2020-03-18,7,0,18,0,-8,4,-7,-3,-3,2
VERACRUZ,2020-03-19,5,0,14,0,-13,2,-7,-5,-2,3
VERACRUZ,2020-03-20,1,0,19,0,-19,-2,-16,-15,-4,5
VERACRUZ,2020-03-21,1,0,6,0,-26,-4,-20,-19,-3,6
VERACRUZ,2020-03-22,0,0,2,0,-32,-12,-31,-27,-8,7
VERACRUZ,2020-03-23,4,0,18,0,-26,-12,-26,-26,-21,9
VERACRUZ,2020-03-24,2,0,40,0,-31,-15,-29,-27,-29,10
VERACRUZ,2020-03-25,2,0,47,0,-33,-18,-30,-32,-30,11
VERACRUZ,2020-03-26,4,0,62,0,-33,-18,-30,-33,-31,12
VERACRUZ,2020-03-27,1,0,40,0,-36,-17,-34,-42,-29,13
VERACRUZ,2020-03-28,1,0,19,1,-37,-13,-33,-40,-13,10
VERACRUZ,2020-03-29,1,0,15,0,-43,-19,-44,-45,-17,10
VERACRUZ,2020-03-30,3,0,56,0,-31,-14,-33,-37,-31,12
VERACRUZ,2020-03-31,2,0,62,0,-30,-12,-33,-35,-36,12
VERACRUZ,2020-04-01,8,0,48,1,-31,-12,-33,-37,-38,13
VERACRUZ,2020-04-02,5,0,59,0,-41,-11,-34,-38,-39,14
VERACRUZ,2020-04-03,7,0,42,1,-51,-10,-39,-46,-37,16
VERACRUZ,2020-04-04,2,0,15,0,-52,-7,-37,-42,-20,12
VERACRUZ,2020-04-05,2,0,9,0,-58,-17,-49,-48,-24,12
VERACRUZ,2020-04-06,6,0,51,0,-47,-13,-37,-44,-39,14
VERACRUZ,2020-04-07,11,0,49,0,-47,-15,-37,-42,-43,14
VERACRUZ,2020-04-08,4,1,52,0,-45,-14,-36,-41,-43,14
VERACRUZ,2020-04-09,12,0,23,1,-51,-16,-40,-45,-53,17
VERACRUZ,2020-04-10,9,0,23,0,-65,-27,-53,-62,-63,23
VERACRUZ,2020-04-11,14,0,25,0,-59,-19,-44,-56,-37,16
VERACRUZ,2020-04-12,9,0,13,3,-61,-24,-53,-52,-27,12
VERACRUZ,2020-04-13,12,0,58,1,-46,-16,-41,-45,-39,15
VERACRUZ,2020-04-14,13,1,59,1,-47,-15,-39,-46,-43,15
VERACRUZ,2020-04-15,27,3,52,0,-43,-10,-39,-44,-42,15
VERACRUZ,2020-04-16,35,3,35,1,-43,-11,-38,-46,-42,16
VERACRUZ,2020-04-17,30,5,49,1,-48,-14,-42,-52,-39,18
YUCATAN,2020-02-15,0,0,0,0,5,7,5,-2,5,-2
YUCATAN,2020-02-16,0,0,0,0,2,4,-1,-2,1,-1
YUCATAN,2020-02-17,0,0,0,0,2,6,2,8,10,-3
YUCATAN,2020-02-18,0,0,0,0,-1,4,5,2,10,-2
YUCATAN,2020-02-19,0,0,1,0,0,3,7,4,10,-2
YUCATAN,2020-02-20,0,0,0,0,1,3,4,5,10,-2
YUCATAN,2020-02-21,0,0,1,0,-4,2,-2,12,11,-2
YUCATAN,2020-02-22,0,0,0,0,-2,3,1,5,4,-1
YUCATAN,2020-02-23,0,0,0,0,-2,-1,6,3,0,0
YUCATAN,2020-02-24,0,0,0,0,2,1,10,3,-16,2
YUCATAN,2020-02-25,0,0,0,0,-1,0,14,4,-32,6
YUCATAN,2020-02-26,0,0,0,0,-7,-2,-11,7,8,-1
YUCATAN,2020-02-27,0,0,1,0,-3,2,-9,-1,9,1
YUCATAN,2020-02-28,0,0,0,0,-1,8,-4,3,12,-2
YUCATAN,2020-02-29,0,0,0,0,3,9,-7,-5,7,0
YUCATAN,2020-03-01,0,0,1,0,1,7,-8,-5,3,1
YUCATAN,2020-03-02,0,0,3,0,2,8,0,2,12,-3
YUCATAN,2020-03-03,0,0,4,0,0,6,2,-2,7,-1
YUCATAN,2020-03-04,0,0,2,0,1,6,2,-1,10,-2
YUCATAN,2020-03-05,0,0,6,0,1,4,-3,-2,11,-1
YUCATAN,2020-03-06,0,0,0,0,-4,4,-2,2,13,-2
YUCATAN,2020-03-07,0,0,1,0,0,5,-2,-4,7,0
YUCATAN,2020-03-08,0,0,0,0,0,3,-5,-11,4,1
YUCATAN,2020-03-09,0,0,1,0,-12,-6,-12,-7,-18,7
YUCATAN,2020-03-10,0,0,1,0,-2,5,-1,0,11,-2
YUCATAN,2020-03-11,0,0,0,0,0,4,-1,4,10,-2
YUCATAN,2020-03-12,1,0,5,0,1,4,0,0,10,-1
YUCATAN,2020-03-13,0,0,2,0,-1,12,-1,8,9,-2
YUCATAN,2020-03-14,0,0,0,0,-1,17,-4,2,5,-1
YUCATAN,2020-03-15,4,0,6,0,-12,6,-14,-15,1,2
YUCATAN,2020-03-16,2,0,5,0,-22,0,-23,-21,-54,15
YUCATAN,2020-03-17,6,0,5,0,-19,-1,-27,-14,-17,9
YUCATAN,2020-03-18,0,0,8,0,-24,-6,-31,-25,-23,12
YUCATAN,2020-03-19,2,0,13,0,-29,-7,-36,-34,-26,14
YUCATAN,2020-03-20,5,0,22,0,-37,-12,-40,-39,-26,15
YUCATAN,2020-03-21,0,0,9,0,-45,-17,-47,-46,-15,15
YUCATAN,2020-03-22,8,0,11,0,-55,-28,-59,-56,-19,16
YUCATAN,2020-03-23,5,0,16,0,-41,-22,-44,-48,-34,17
YUCATAN,2020-03-24,8,0,25,0,-44,-23,-46,-54,-37,19
YUCATAN,2020-03-25,3,0,14,0,-45,-25,-47,-55,-39,19
YUCATAN,2020-03-26,0,0,12,0,-46,-26,-49,-60,-41,21
YUCATAN,2020-03-27,3,0,15,0,-48,-23,-50,-60,-39,22
YUCATAN,2020-03-28,4,0,18,0,-50,-22,-52,-62,-25,17
YUCATAN,2020-03-29,2,0,14,0,-59,-31,-63,-69,-27,18
YUCATAN,2020-03-30,10,0,27,0,-44,-25,-49,-61,-42,20
YUCATAN,2020-03-31,4,0,22,0,-42,-20,-50,-60,-44,20
YUCATAN,2020-04-01,8,0,29,0,-52,-25,-55,-65,-50,23
YUCATAN,2020-04-02,2,0,35,0,-60,-27,-59,-68,-54,27
YUCATAN,2020-04-03,8,0,32,2,-69,-24,-60,-69,-53,28
YUCATAN,2020-04-04,2,0,14,0,-72,-28,-65,-71,-42,23
YUCATAN,2020-04-05,5,0,15,0,-77,-40,-72,-77,-39,22
YUCATAN,2020-04-06,13,0,23,1,-68,-31,-61,-70,-57,27
YUCATAN,2020-04-07,11,0,28,2,-66,-32,-60,-71,-58,27
YUCATAN,2020-04-08,9,0,30,0,-65,-31,-60,-71,-59,27
YUCATAN,2020-04-09,10,0,16,0,-67,-30,-62,-75,-65,30
YUCATAN,2020-04-10,4,0,14,2,-78,-43,-70,-82,-74,36
YUCATAN,2020-04-11,7,1,17,0,-73,-38,-66,-79,-52,26
YUCATAN,2020-04-12,6,0,18,0,-76,-44,-72,-78,-38,22
YUCATAN,2020-04-13,17,0,43,0,-64,-34,-60,-72,-55,26
YUCATAN,2020-04-14,18,0,35,0,-64,-33,-60,-73,-57,27
YUCATAN,2020-04-15,23,1,24,3,-61,-29,-58,-72,-56,26
YUCATAN,2020-04-16,12,0,22,1,-62,-31,-60,-73,-57,29
YUCATAN,2020-04-17,11,3,35,1,-65,-31,-60,-73,-54,30
ZACATECAS,2020-02-15,0,0,0,0,1,-1,2,1,2,-1
ZACATECAS,2020-02-16,0,0,0,0,4,2,12,3,2,-1
ZACATECAS,2020-02-17,0,0,0,0,-3,-2,-2,-1,18,-2
ZACATECAS,2020-02-18,0,0,0,0,-6,-4,0,-3,13,-2
ZACATECAS,2020-02-19,0,0,0,0,-4,-6,-3,-3,12,-2
ZACATECAS,2020-02-20,0,0,0,0,-1,-5,2,1,11,-2
ZACATECAS,2020-02-21,0,0,0,0,-6,-7,4,8,14,-2
ZACATECAS,2020-02-22,0,0,0,0,-1,-4,12,-6,4,0
ZACATECAS,2020-02-23,0,0,0,0,-2,-2,16,3,1,0
ZACATECAS,2020-02-24,0,0,1,0,-7,-6,10,-6,17,-2
ZACATECAS,2020-02-25,0,0,0,0,-9,-5,1,-6,12,-1
ZACATECAS,2020-02-26,0,0,0,0,-9,-8,3,-5,12,-2
ZACATECAS,2020-02-27,0,0,0,0,-2,-2,-3,-2,10,-1
ZACATECAS,2020-02-28,0,0,0,0,-4,-2,3,6,16,-3
ZACATECAS,2020-02-29,0,0,0,0,3,3,8,-2,4,-1
ZACATECAS,2020-03-01,0,0,0,0,5,3,16,5,3,-1
ZACATECAS,2020-03-02,0,0,1,0,-5,-2,-4,-6,15,-2
ZACATECAS,2020-03-03,0,0,0,0,-7,-4,-11,-8,10,-1
ZACATECAS,2020-03-04,0,0,2,0,-6,-3,-10,-7,11,-1
ZACATECAS,2020-03-05,0,0,0,0,-2,-2,-3,-4,11,-1
ZACATECAS,2020-03-06,0,0,0,0,-5,-6,-6,1,10,-1
ZACATECAS,2020-03-07,0,0,0,0,-3,-3,-3,-5,4,0
ZACATECAS,2020-03-08,0,0,0,0,2,-1,7,-10,2,0
ZACATECAS,2020-03-09,0,0,0,0,-12,-10,-15,-7,-10,5
ZACATECAS,2020-03-10,0,0,2,0,-7,-3,-4,-4,10,-1
ZACATECAS,2020-03-11,0,0,2,0,-6,-6,-4,-5,12,-2
ZACATECAS,2020-03-12,0,0,3,0,-2,-2,0,1,11,-2
ZACATECAS,2020-03-13,0,0,2,0,-2,0,1,12,7,-2
ZACATECAS,2020-03-14,0,0,0,0,5,7,14,7,3,-1
ZACATECAS,2020-03-15,0,0,1,0,5,3,15,-10,-1,-1
ZACATECAS,2020-03-16,1,0,1,0,-7,3,-13,4,-47,8
ZACATECAS,2020-03-17,0,0,3,0,-7,6,-3,1,8,-1
ZACATECAS,2020-03-18,0,0,7,0,-8,3,-8,-11,3,1
ZACATECAS,2020-03-19,0,0,3,0,-10,5,-9,-12,-1,1
ZACATECAS,2020-03-20,1,0,7,0,-25,4,-23,-17,-15,7
ZACATECAS,2020-03-21,1,0,7,0,-33,-9,-33,-28,-8,8
ZACATECAS,2020-03-22,1,0,6,0,-42,-23,-38,-43,-13,10
ZACATECAS,2020-03-23,0,0,10,0,-36,-21,-39,-39,-33,12
ZACATECAS,2020-03-24,1,0,25,0,-40,-23,-41,-40,-39,14
ZACATECAS,2020-03-25,0,0,17,0,-41,-25,-43,-44,-41,15
ZACATECAS,2020-03-26,0,0,11,0,-41,-25,-43,-46,-42,16
ZACATECAS,2020-03-27,3,1,9,0,-46,-25,-45,-48,-38,16
ZACATECAS,2020-03-28,1,0,1,0,-42,-21,-42,-44,-17,12
ZACATECAS,2020-03-29,0,0,5,0,-47,-28,-44,-54,-19,12
ZACATECAS,2020-03-30,0,0,10,0,-40,-23,-45,-48,-39,15
ZACATECAS,2020-03-31,0,0,11,1,-38,-20,-43,-45,-44,15
ZACATECAS,2020-04-01,0,0,7,0,-41,-20,-46,-48,-45,16
ZACATECAS,2020-04-02,1,0,29,0,-46,-21,-48,-51,-47,18
ZACATECAS,2020-04-03,0,0,12,0,-54,-24,-49,-51,-43,19
ZACATECAS,2020-04-04,1,0,14,1,-53,-21,-48,-52,-23,14
ZACATECAS,2020-04-05,1,0,6,0,-57,-31,-48,-57,-24,13
ZACATECAS,2020-04-06,1,0,10,0,-49,-24,-46,-55,-46,17
ZACATECAS,2020-04-07,0,0,12,0,-50,-24,-46,-47,-51,17
ZACATECAS,2020-04-08,2,0,22,0,-48,-19,-44,-46,-51,16
ZACATECAS,2020-04-09,1,1,5,0,-59,-25,-48,-55,-61,19
ZACATECAS,2020-04-10,0,0,7,0,-74,-43,-59,-71,-68,23
ZACATECAS,2020-04-11,2,0,5,0,-64,-32,-53,-64,-41,16
ZACATECAS,2020-04-12,1,0,3,0,-61,-36,-53,-63,-28,14
ZACATECAS,2020-04-13,0,0,13,0,-49,-24,-47,-55,-45,17
ZACATECAS,2020-04-14,1,0,13,0,-50,-23,-46,-51,-49,18
ZACATECAS,2020-04-15,6,0,13,0,-46,-19,-45,-52,-48,17
ZACATECAS,2020-04-16,3,0,10,0,-50,-21,-46,-55,-49,18
ZACATECAS,2020-04-17,2,1,7,0,-55,-25,-51,-56,-45,21
